application_id,age,annual_income,credit_score,loan_amount,years_employed,debt_to_income_ratio,existing_loans,employment_type,marital_status,education_level,residence_type,city_tier,card_type_requested,application_date,approval_status
106148,26,189238,706,39274,24,0.22,1,Self-Employed,Married,Masters,Family,Tier1,Gold,08/07/2025,Approved
106149,52,50727,325,25839,34,0.25,7,Self-Employed,Divorced,High School,Family,Tier1,Silver,06/01/2024,Approved
106150,61,139000,536,3137,21,0.45,1,Self-Employed,Divorced,Bachelors,Family,Tier2,Silver,21/02/2024,Approved
106151,63,88969,609,16946,34,0.09,5,Self-Employed,Married,Bachelors,Rented,Tier3,Silver,23/04/2025,Approved
106152,59,184440,532,25508,27,0.06,4,Salaried,Married,High School,Family,Tier2,Silver,29/04/2024,Approved
106153,51,93531,848,16620,9,0.13,2,Self-Employed,Married,Masters,Rented,Tier1,Silver,13/09/2025,Approved
106154,,64097,564,15823,15,0.16,2,Salaried,Divorced,Bachelors,Owned,Tier1,Gold,21/05/2024,Approved
106155,30,191056,312,37633,22,0.18,0,Business,Single,Bachelors,Rented,Tier1,Silver,03/01/2025,Approved
106156,50,75859,795,6460,18,0.55,5,Salaried,Single,Masters,,Tier3,Silver,08/05/2025,Rejected
106157,38,178222,615,38264,0,0.34,6,Business,Married,Masters,Family,Tier3,Silver,30/12/2025,Rejected
106158,44,178133,683,40666,0,0.36,1,,Divorced,Masters,Family,Tier2,Platinum,24/08/2025,Approved
106159,29,185250,615,36314,25,0.47,5,Business,Married,Bachelors,Family,Tier3,Platinum,04/03/2025,Rejected
106160,51,81790,555,38697,33,0.52,3,Business,Married,Masters,Rented,Tier3,Silver,03/05/2024,Approved
106161,35,90696,740,13722,1,0.05,0,Salaried,Divorced,Bachelors,Rented,Tier1,Gold,28/01/2025,Approved
106162,24,40648,414,25694,27,0.61,3,Business,Single,,Family,Tier2,Silver,26/09/2024,Rejected
106163,60,86779,598,8214,19,0.69,0,Self-Employed,Divorced,Bachelors,Owned,Tier1,Platinum,14/04/2024,Approved
106164,29,131371,423,32911,26,0.13,1,Self-Employed,Married,Masters,Owned,Tier3,Platinum,15/01/2025,Approved
106165,29,61672,555,14310,27,0.47,2,Business,Single,Bachelors,Owned,Tier2,Gold,18/06/2024,Approved
106166,46,94109,346,36163,30,0.05,5,Business,Divorced,High School,,Tier3,Silver,30/07/2025,Approved
106167,24,59593,762,25055,6,0.08,2,Self-Employed,Single,Masters,Family,Tier3,Platinum,06/05/2024,Approved
106168,37,169858,649,15874,7,0.24,1,Self-Employed,Divorced,Masters,Family,Tier2,Platinum,30/04/2025,Approved
106169,36,34815,422,28943,31,0.6,5,Self-Employed,Divorced,High School,Rented,Tier2,Gold,21/08/2024,Approved
106170,35,178038,330,32917,10,0.47,6,Salaried,Single,Bachelors,Owned,Tier1,Platinum,20/02/2024,Approved
106171,55,169866,354,2702,25,0.34,3,,Single,High School,Rented,Tier2,Platinum,22/04/2025,Approved
106172,25,187495,452,21058,24,0.34,4,Self-Employed,Married,High School,Family,Tier1,Gold,15/05/2025,Approved
106173,25,46302,755,42262,6,0.35,4,Self-Employed,Married,Bachelors,Rented,Tier1,Gold,02/08/2024,Approved
106174,40,110140,585,15537,,0.25,1,Salaried,Single,Masters,Rented,Tier2,Gold,09/05/2024,Approved
106175,35,183907,335,13259,29,0.62,6,Self-Employed,Married,Masters,Owned,Tier1,Platinum,24/08/2025,Rejected
106176,38,98356,555,16892,0,0.42,0,Self-Employed,Married,Masters,Owned,Tier3,Platinum,02/03/2024,Approved
106177,22,74282,477,21635,17,0.36,2,Salaried,Divorced,High School,Owned,Tier2,Silver,12/02/2024,Approved
106178,49,153451,847,29544,,0.35,3,Salaried,,Bachelors,Owned,Tier3,Silver,11/07/2025,Rejected
106179,33,146347,553,1013,28,0.66,7,Salaried,Divorced,Masters,Rented,Tier3,Silver,17/04/2024,Approved
106180,24,48814,807,45488,21,0.52,4,Self-Employed,,Bachelors,Family,Tier1,Gold,12/08/2025,Approved
106181,62,180161,320,43156,31,0.14,2,Self-Employed,Single,High School,Owned,Tier3,Platinum,08/07/2025,Approved
106182,30,188818,374,38308,13,0.33,1,Self-Employed,Divorced,Masters,Family,Tier1,Platinum,19/01/2025,Approved
106183,51,106673,759,9090,1,0.24,7,Self-Employed,Married,High School,Rented,Tier3,,10/10/2024,Approved
106184,61,76940,477,3169,34,0.69,2,Salaried,Single,Bachelors,Rented,Tier1,Gold,24/03/2024,Rejected
106185,28,111796,681,45528,6,0.32,5,,Divorced,Masters,Owned,Tier3,Platinum,19/01/2024,Approved
106186,23,61476,336,11423,2,0.09,4,Self-Employed,Married,Masters,Rented,Tier1,Silver,18/11/2024,Rejected
106187,29,182355,,43803,14,0.32,6,Self-Employed,Single,Masters,,Tier1,Gold,25/04/2025,Approved
106188,50,157841,300,29452,33,0.26,3,Self-Employed,Divorced,Masters,Owned,Tier2,Platinum,02/12/2025,Approved
106189,31,67278,610,9017,21,0.44,0,Salaried,Married,High School,Family,Tier1,Silver,18/03/2024,Approved
106190,55,40634,507,44678,17,0.2,0,Business,Married,High School,Owned,Tier1,Gold,08/01/2024,Rejected
106191,57,151259,453,33948,17,0.07,5,Self-Employed,Divorced,Bachelors,Owned,Tier2,Silver,06/09/2025,Approved
106192,62,167037,614,26993,33,0.11,7,Salaried,Single,Masters,Rented,Tier2,Silver,24/05/2025,Approved
106193,33,183638,606,37232,17,0.23,7,Self-Employed,,Bachelors,Rented,Tier1,Platinum,29/02/2024,Approved
106194,56,77196,803,,28,0.28,6,Self-Employed,Single,High School,Family,Tier1,Silver,15/03/2025,Approved
106195,33,123679,819,33219,11,0.59,5,Self-Employed,Single,Bachelors,Owned,Tier3,Platinum,17/03/2025,Rejected
106196,32,155861,396,31860,17,0.23,2,Business,Divorced,High School,Family,Tier3,Platinum,13/02/2024,Approved
106197,57,44420,789,22063,30,0.07,0,Salaried,Single,Masters,Owned,Tier2,Gold,28/09/2025,Approved
106198,30,181308,306,48574,14,0.56,4,Business,,Bachelors,Rented,Tier1,Gold,19/11/2025,Approved
106199,29,31218,311,15065,29,0.61,6,Salaried,Divorced,Masters,Rented,Tier3,Gold,05/08/2024,Rejected
106200,27,149283,813,25324,27,0.37,3,Salaried,Single,High School,Owned,Tier3,Silver,27/04/2025,Rejected
106201,,89057,648,2286,14,0.24,7,Self-Employed,Married,Bachelors,Family,Tier1,Platinum,07/03/2025,Rejected
106202,43,103609,306,35958,32,0.55,0,Self-Employed,Single,Bachelors,Rented,Tier2,Platinum,18/12/2025,Rejected
106203,59,,799,42666,1,0.06,0,Business,Divorced,Masters,Owned,Tier2,Gold,05/10/2024,Approved
106204,60,148108,774,45177,7,0.65,1,Salaried,Married,Masters,Owned,Tier3,Platinum,15/07/2025,Rejected
106205,59,35046,,25869,32,0.61,0,Business,Single,Masters,Owned,Tier2,Platinum,27/06/2024,Approved
106206,41,142462,356,6628,34,0.4,0,Self-Employed,Divorced,Bachelors,Owned,Tier3,Platinum,03/08/2025,Approved
106207,43,134345,532,30093,17,0.23,4,Business,Single,High School,Family,Tier3,Gold,30/03/2024,Approved
106208,49,62117,329,47650,25,0.07,6,Self-Employed,Divorced,Masters,Owned,Tier2,Gold,27/09/2024,Approved
106209,34,154980,666,1660,20,0.7,0,Business,Married,Masters,Family,Tier1,Silver,21/11/2025,Rejected
106210,46,161037,355,49016,27,0.55,1,Business,Divorced,High School,Family,Tier3,Silver,06/12/2024,Approved
106211,25,42373,309,20562,19,0.27,1,Business,Married,Bachelors,Family,Tier3,Silver,04/09/2025,Approved
106212,51,70452,446,4389,19,0.06,5,Business,Single,Bachelors,Family,Tier1,Gold,29/09/2024,Approved
106213,45,31654,663,44066,3,0.47,1,Salaried,Single,High School,Rented,Tier3,Gold,02/10/2025,Approved
106214,51,187352,552,36831,33,0.69,0,Business,Married,Masters,Family,Tier1,Platinum,12/09/2024,Approved
106215,40,148319,552,36608,,0.51,5,Self-Employed,,Bachelors,Family,Tier1,Silver,04/04/2024,Rejected
106216,64,130646,742,11770,30,0.1,2,Salaried,Married,Masters,Family,Tier1,Gold,21/12/2025,Rejected
106217,37,51583,639,27627,6,0.31,2,Salaried,Single,Masters,Owned,Tier2,Platinum,24/03/2024,Rejected
106218,22,,815,7146,16,0.12,7,Salaried,Single,High School,Rented,Tier3,Silver,22/02/2024,Rejected
106219,45,162432,652,23945,11,0.64,7,Salaried,Divorced,Bachelors,Family,Tier3,Platinum,12/02/2025,Approved
106220,33,78968,622,44913,29,0.26,4,Salaried,Divorced,High School,Family,Tier3,Gold,01/09/2025,Approved
106221,59,159815,439,25944,33,0.53,7,Business,Divorced,Bachelors,Rented,Tier1,Silver,25/01/2025,Rejected
106222,48,163231,744,18280,21,0.11,6,Business,Married,Masters,Family,Tier2,Gold,03/12/2025,Approved
106223,62,188223,394,24251,20,0.13,2,Business,Divorced,Masters,Owned,Tier3,Platinum,31/03/2024,Rejected
106224,26,156590,719,30235,8,0.49,4,Self-Employed,Divorced,Bachelors,Owned,Tier3,Silver,20/01/2025,Rejected
106225,23,41652,813,32896,11,0.6,7,Self-Employed,Divorced,Bachelors,Family,Tier3,Silver,27/10/2024,Approved
106226,55,138114,449,40113,,0.18,4,Business,Single,Masters,Owned,Tier2,Silver,12/05/2024,Approved
106227,38,127489,650,14322,15,0.32,5,Business,Married,Masters,Rented,Tier1,,08/12/2025,Approved
106228,31,198420,415,8747,4,0.45,1,Salaried,Divorced,High School,Rented,Tier2,Platinum,13/07/2024,Approved
106229,40,102001,536,33212,18,0.57,3,Business,Divorced,Masters,Family,Tier2,Gold,21/06/2025,Approved
106230,25,149269,569,45088,27,0.46,4,Self-Employed,Divorced,Masters,Owned,Tier1,Platinum,03/11/2025,Approved
106231,39,101757,590,36903,16,0.11,6,Salaried,Single,Bachelors,Owned,Tier2,Platinum,20/03/2025,Rejected
106232,42,49395,733,3277,21,0.4,0,Business,Married,High School,Family,Tier1,Silver,21/09/2024,Approved
106233,39,158407,308,41970,34,0.62,1,Salaried,Divorced,High School,Rented,Tier2,Platinum,05/11/2025,Approved
106234,36,126978,774,2656,14,0.61,0,Business,Divorced,Bachelors,Family,Tier2,Silver,03/06/2025,Approved
106235,44,156572,821,43207,18,0.43,0,Business,Divorced,Bachelors,Family,Tier2,Platinum,08/12/2025,Rejected
106236,61,149541,836,47816,25,0.7,7,Salaried,Single,High School,Family,Tier3,Gold,28/02/2025,Approved
106237,24,33083,310,33403,34,0.12,2,Salaried,Single,,Owned,Tier1,Silver,23/01/2025,Approved
106238,35,131598,626,35531,22,0.36,0,Self-Employed,Divorced,Bachelors,Rented,Tier1,Platinum,17/04/2024,Approved
106239,45,161615,575,16413,9,0.55,5,Business,Single,High School,Owned,Tier3,Platinum,22/08/2024,Rejected
106240,64,121171,669,41633,21,0.14,4,Self-Employed,Married,Bachelors,Owned,Tier2,Gold,20/01/2024,Approved
106241,55,145423,789,7910,10,0.68,6,Self-Employed,Divorced,Bachelors,,Tier3,Silver,31/05/2025,Rejected
106242,34,31613,644,36385,25,0.28,0,Business,Married,High School,Family,Tier3,Gold,14/10/2025,Approved
106243,39,135033,667,48508,0,0.28,6,Business,Married,High School,Owned,Tier2,Gold,18/06/2025,Rejected
106244,58,196612,610,36522,20,0.19,0,Self-Employed,Married,Bachelors,Rented,Tier2,Gold,11/02/2024,Approved
106245,56,101202,784,26504,7,0.24,7,Self-Employed,Single,Masters,Family,Tier1,Gold,04/03/2025,Approved
106246,27,182327,314,9101,19,0.43,2,Self-Employed,Single,Masters,Rented,Tier3,Platinum,02/07/2025,Approved
106247,50,110666,303,9067,16,0.33,0,Business,Married,Bachelors,Family,Tier2,Platinum,03/03/2024,Approved
106248,39,47068,675,29235,14,0.18,4,Salaried,Single,Bachelors,Owned,Tier1,Gold,22/04/2024,Approved
106249,45,74057,668,6208,20,0.58,4,Business,Single,Masters,Owned,Tier2,Gold,31/01/2024,Approved
106250,36,43946,764,47945,0,0.09,0,Self-Employed,Divorced,High School,Family,Tier1,Platinum,20/10/2024,Approved
106251,60,176619,832,15928,2,0.59,4,Salaried,Divorced,Masters,Rented,Tier1,,25/08/2025,Rejected
106252,28,110237,436,11425,30,0.23,5,Business,Divorced,Masters,Family,Tier1,Platinum,20/07/2024,Rejected
106253,38,30769,662,29485,30,0.37,7,Salaried,Divorced,High School,Rented,Tier2,Platinum,22/06/2024,Approved
106254,48,180955,515,33523,20,0.3,5,Salaried,Married,Bachelors,Owned,Tier2,Platinum,19/05/2025,Rejected
106255,36,86340,667,14182,22,0.42,4,Self-Employed,Single,High School,Owned,Tier1,Gold,09/01/2025,Rejected
106256,39,104199,416,7222,16,0.57,2,Business,Married,Bachelors,Owned,Tier3,Gold,19/03/2025,Approved
106257,62,129222,478,15480,21,0.69,6,Business,Divorced,Bachelors,Family,Tier3,Gold,31/07/2025,Approved
106258,37,191234,545,46057,21,0.25,1,Salaried,Divorced,Masters,Owned,Tier3,Gold,10/05/2025,Approved
106259,33,58434,427,36331,7,0.41,5,Business,Single,High School,Owned,Tier1,Silver,05/12/2024,Rejected
106260,27,47102,657,36571,7,0.35,1,Business,Single,Bachelors,Owned,Tier3,Platinum,29/10/2025,Approved
106261,,46536,377,39977,13,0.7,3,Business,Single,High School,Rented,Tier2,Silver,19/12/2025,Rejected
106262,30,129639,592,36061,23,0.58,7,Business,Divorced,Bachelors,Owned,Tier3,Gold,26/11/2025,Approved
106263,54,75775,381,,21,0.31,6,Self-Employed,Single,High School,Rented,Tier1,Platinum,01/01/2024,Approved
106264,,56147,641,16789,14,0.36,1,Self-Employed,Single,High School,Owned,Tier1,Gold,01/01/2025,Approved
106265,45,75526,637,34339,19,0.21,7,Business,Divorced,Bachelors,Owned,Tier3,Silver,16/02/2025,Approved
106266,26,179731,395,41167,26,0.54,5,Business,Married,High School,Rented,Tier1,Silver,12/02/2024,Approved
106267,44,129663,444,30107,27,0.6,5,Business,,Bachelors,Rented,Tier2,Gold,20/07/2025,Approved
106268,38,137180,820,27287,21,0.68,7,Business,Divorced,Bachelors,Owned,Tier1,Silver,30/03/2024,Rejected
106269,43,149233,696,16014,30,0.42,0,Business,Married,High School,Family,Tier2,Gold,23/03/2024,Rejected
106270,26,48088,656,9574,8,0.49,4,Self-Employed,Divorced,Masters,Rented,Tier3,Gold,16/11/2024,Approved
106271,49,93464,485,39597,22,0.34,1,Salaried,Married,High School,Family,Tier2,Silver,08/04/2025,Approved
106272,45,130921,842,18467,4,0.45,2,Salaried,Single,Bachelors,Rented,Tier2,Silver,10/02/2024,Rejected
106273,37,84998,450,44477,16,0.28,3,Salaried,Married,Bachelors,Rented,Tier2,Gold,18/05/2025,Approved
106274,44,65382,618,22914,4,0.53,0,Self-Employed,Divorced,Bachelors,Owned,Tier3,Gold,11/08/2025,Approved
106275,31,53184,358,13361,6,0.06,7,Self-Employed,Divorced,High School,Family,Tier2,Gold,28/03/2024,Approved
106276,46,176171,309,,7,0.07,7,Business,Married,Masters,Family,Tier2,Platinum,08/04/2024,Approved
106277,54,62739,423,22880,6,0.52,1,Self-Employed,Divorced,Masters,Owned,Tier2,Silver,26/02/2025,Approved
106278,48,152937,655,28251,21,0.65,4,Self-Employed,Married,Bachelors,Owned,Tier1,Silver,15/08/2025,Approved
106279,23,164461,645,45016,20,0.46,7,Business,Divorced,Bachelors,Owned,Tier2,Silver,15/11/2025,Approved
106280,31,42352,536,41561,3,0.52,2,Business,Single,Masters,Rented,Tier2,Silver,22/03/2025,Approved
106281,58,151788,632,27889,31,0.59,5,Business,Married,Bachelors,Family,Tier3,Silver,19/08/2024,Approved
106282,34,142843,316,36365,28,0.29,1,Salaried,Married,Bachelors,Owned,Tier1,Gold,03/07/2024,Approved
106283,46,177220,723,26979,29,0.12,4,Salaried,Single,Bachelors,Rented,Tier2,Gold,24/07/2024,Approved
106284,41,56828,623,49741,2,0.66,1,Business,Divorced,Bachelors,Rented,Tier3,Platinum,04/10/2024,Rejected
106285,59,93040,322,14360,4,0.66,0,Business,Married,Masters,Owned,Tier1,Silver,03/06/2025,Rejected
106286,50,119279,758,33602,18,0.34,3,Salaried,Single,Masters,Family,Tier2,Gold,27/05/2025,Approved
106287,28,119430,759,2403,7,0.19,6,Business,Divorced,Masters,Owned,Tier2,Silver,29/01/2025,Rejected
106288,40,196783,820,37088,30,0.63,4,Business,Single,High School,Owned,Tier2,Platinum,25/09/2025,Approved
106289,52,140957,720,41007,26,0.51,7,Salaried,Single,Masters,Rented,Tier1,Platinum,05/07/2024,Rejected
106290,42,42748,702,15782,12,0.06,3,Self-Employed,Married,Bachelors,Family,Tier1,Platinum,27/08/2024,Rejected
106291,27,113636,630,40417,5,0.12,3,Business,Divorced,High School,Family,Tier3,Gold,30/11/2024,Approved
106292,29,189763,756,15020,0,0.69,5,Salaried,Married,Bachelors,Owned,Tier2,Platinum,07/01/2025,Rejected
106293,21,140158,782,8420,29,0.07,6,Salaried,Divorced,Bachelors,Family,Tier2,Silver,03/05/2025,Approved
106294,49,,797,24523,10,0.23,2,Salaried,Divorced,High School,Rented,Tier1,Platinum,13/12/2025,Approved
106295,28,84395,326,34637,30,0.41,6,Self-Employed,Single,Bachelors,Rented,Tier2,Platinum,29/12/2024,Approved
106296,24,188558,696,40210,15,0.17,4,Business,Single,Bachelors,Rented,Tier2,Platinum,18/10/2025,Approved
106297,55,186412,487,32453,14,0.2,2,Business,Married,High School,Owned,Tier1,Silver,09/10/2024,Approved
106298,23,75300,439,10275,4,0.28,7,Business,Divorced,Masters,Rented,Tier3,Silver,23/03/2024,Approved
106299,60,159158,820,31052,14,0.23,5,Self-Employed,Single,Bachelors,Owned,Tier2,,18/11/2024,Approved
106300,27,39860,391,32061,0,0.57,6,Salaried,Divorced,Masters,Family,Tier3,Gold,07/07/2025,Approved
106301,47,42013,376,34741,14,0.38,3,,Single,Bachelors,Family,Tier3,Gold,30/06/2024,Approved
106302,21,163479,543,32613,7,0.23,6,Business,Single,Bachelors,Rented,Tier1,Gold,09/02/2024,Approved
106303,47,58542,387,26801,21,0.25,0,Self-Employed,Married,Bachelors,Owned,Tier1,Platinum,24/04/2024,Approved
106304,36,49935,593,43762,26,0.08,7,Salaried,Divorced,High School,Family,Tier1,Platinum,23/03/2024,Approved
106305,58,74079,394,49162,33,0.08,0,Self-Employed,Single,Masters,,Tier1,Gold,09/09/2024,Approved
106306,27,59111,552,47846,29,0.52,1,Business,Divorced,Bachelors,Rented,Tier1,Gold,19/04/2024,Approved
106307,64,81550,850,31230,11,0.12,1,Self-Employed,Divorced,Masters,Owned,Tier3,Gold,02/08/2024,Approved
106308,43,101955,698,33199,1,0.36,4,Business,Divorced,Bachelors,Family,Tier3,Silver,14/11/2024,Approved
106309,61,65565,353,18572,21,0.6,6,Self-Employed,Single,High School,Rented,Tier3,Silver,30/03/2025,Approved
106310,31,44283,542,6147,16,0.29,0,Self-Employed,Divorced,Masters,Family,Tier1,Gold,15/05/2024,Rejected
106311,62,91470,409,4443,34,0.27,3,Salaried,Married,High School,Rented,Tier1,Silver,09/03/2024,Approved
106312,53,111916,520,45894,22,0.62,0,Salaried,Married,Masters,Rented,Tier2,Silver,02/04/2024,Rejected
106313,56,104552,461,29985,28,0.61,4,Self-Employed,Single,Masters,Family,Tier2,Platinum,02/09/2024,Approved
106314,57,63233,334,6684,28,0.62,1,Salaried,Married,Masters,Owned,Tier3,Silver,03/07/2024,Rejected
106315,61,47695,336,14595,18,0.42,7,,Married,Bachelors,Owned,Tier3,Platinum,27/08/2025,Approved
106316,37,151440,669,2321,16,0.67,5,Business,Single,High School,Owned,Tier1,Platinum,22/03/2025,Approved
106317,55,198806,476,,7,0.58,7,Salaried,Divorced,Bachelors,Owned,Tier2,Gold,30/06/2025,Approved
106318,25,106257,820,,6,0.32,1,Salaried,Single,Bachelors,Owned,Tier3,Silver,23/11/2025,Approved
106319,52,26505,574,33712,10,0.46,5,Salaried,Single,High School,Owned,Tier1,Gold,19/05/2024,Rejected
106320,23,161435,404,6468,2,0.13,2,Self-Employed,Married,Masters,Rented,Tier2,Platinum,10/11/2024,Rejected
106321,55,68614,455,14518,1,0.41,5,Self-Employed,Single,High School,Owned,Tier2,Silver,07/04/2025,Approved
106322,34,26010,635,13704,18,0.22,1,Business,Divorced,Bachelors,Family,Tier2,Gold,02/08/2024,Rejected
106323,51,155560,325,1438,27,0.23,6,Self-Employed,Single,Bachelors,Family,Tier3,Gold,14/06/2025,Approved
106324,51,175933,595,1164,27,0.13,3,Salaried,Single,Masters,Family,Tier3,Gold,30/06/2024,Approved
106325,37,180197,836,6678,24,0.28,6,Self-Employed,Divorced,Bachelors,Rented,Tier2,Platinum,11/10/2024,Approved
106326,44,165441,654,37105,10,0.36,4,Self-Employed,Single,Bachelors,Family,Tier1,Gold,10/01/2025,Approved
106327,43,94393,368,37118,1,0.44,6,Self-Employed,Divorced,Bachelors,Rented,Tier3,Gold,09/04/2025,Rejected
106328,38,182743,626,18371,11,0.25,6,Salaried,Divorced,Bachelors,Owned,Tier1,Silver,08/07/2025,Approved
106329,34,89512,450,,11,0.56,1,Self-Employed,Married,Bachelors,Owned,Tier1,Platinum,05/01/2025,Approved
106330,35,123026,619,21996,24,0.39,1,Self-Employed,Single,Bachelors,Rented,Tier2,Platinum,21/09/2025,Approved
106331,35,100656,751,29753,30,0.46,5,Self-Employed,Divorced,High School,Family,Tier2,Silver,27/04/2025,Approved
106332,26,122686,411,46174,16,0.23,3,Salaried,Single,Bachelors,Family,Tier1,Gold,20/10/2024,Approved
106333,47,40489,761,21229,11,0.58,1,Self-Employed,Married,Masters,Family,Tier1,Gold,12/10/2025,Rejected
106334,35,84789,661,6756,29,0.46,6,Business,Married,Masters,Family,Tier2,Silver,29/05/2024,Approved
106335,56,94925,,41873,1,0.61,3,Business,Married,High School,Owned,Tier3,Silver,16/05/2025,Approved
106336,28,74703,786,25603,15,0.15,1,Salaried,Divorced,Bachelors,Rented,Tier3,Platinum,09/09/2025,Approved
106337,,101625,779,43984,0,0.3,3,Salaried,Married,High School,Family,Tier3,Silver,21/04/2024,Approved
106338,23,132535,303,24308,33,0.12,1,,Single,High School,Owned,Tier2,Gold,24/02/2025,Approved
106339,33,28051,428,,0,0.19,4,Salaried,Single,Masters,Owned,Tier2,Gold,21/11/2025,Rejected
106340,61,194162,325,32256,2,0.31,2,Self-Employed,Divorced,Masters,Family,Tier2,Gold,28/06/2025,Approved
106341,54,53805,,,33,0.63,2,Self-Employed,Single,High School,Owned,Tier2,Platinum,19/05/2025,Rejected
106342,44,119978,341,26167,11,0.41,6,Self-Employed,Divorced,Bachelors,Family,Tier2,Gold,20/08/2025,Rejected
106343,60,69557,363,27433,26,0.26,0,Self-Employed,Married,Masters,Rented,Tier1,Silver,01/03/2024,Approved
106344,52,158627,324,30731,24,0.54,2,Salaried,Divorced,Bachelors,Rented,Tier1,Platinum,19/09/2024,Approved
106345,52,75241,371,7401,11,0.06,6,Business,Divorced,Bachelors,Family,Tier2,Platinum,10/10/2024,Approved
106346,50,152838,781,35505,32,0.29,3,Salaried,Single,High School,Family,Tier2,Platinum,23/12/2024,Approved
106347,33,90994,567,19445,,0.44,3,Self-Employed,Single,High School,Family,Tier2,Gold,26/09/2025,Rejected
106348,21,139005,394,10882,0,0.43,5,Business,Married,Bachelors,Owned,Tier1,Silver,14/04/2024,Approved
106349,54,41066,694,49014,22,0.44,2,Self-Employed,Single,Masters,Family,Tier1,Platinum,18/08/2024,Rejected
106350,35,160793,663,7283,27,0.19,5,Self-Employed,Single,Masters,Owned,Tier3,Platinum,15/04/2025,Approved
106351,64,102982,614,26970,2,0.27,3,Self-Employed,Single,Masters,Family,Tier1,Platinum,13/06/2024,Approved
106352,34,31304,416,12360,4,0.66,4,Self-Employed,Single,Masters,Rented,Tier3,Silver,15/05/2025,Approved
106353,49,67967,463,33235,28,0.68,3,Business,Single,Bachelors,Rented,Tier3,Silver,14/08/2024,Approved
106354,54,103763,605,16859,12,0.25,5,Salaried,Married,Masters,Family,Tier2,Gold,13/05/2024,Rejected
106355,38,65462,499,8599,3,0.47,4,Salaried,Married,Masters,Owned,Tier2,Silver,26/10/2024,Rejected
106356,27,145356,479,11428,5,0.21,4,Salaried,Married,High School,Rented,Tier3,Gold,10/03/2024,Approved
106357,49,96834,657,48185,,0.29,4,Business,Married,,Owned,Tier2,Silver,11/08/2025,Approved
106358,51,136023,551,4883,10,0.57,1,Business,Married,High School,Family,Tier3,Gold,30/08/2025,Rejected
106359,45,142771,598,20635,26,0.38,0,Salaried,Single,Masters,Owned,Tier2,Gold,08/01/2025,Approved
106360,58,100842,729,38821,34,0.6,7,Business,Divorced,High School,Rented,Tier1,Gold,26/12/2025,Approved
106361,34,27589,303,49001,3,0.46,7,Self-Employed,Married,Bachelors,Rented,Tier2,Platinum,08/04/2024,Approved
106362,28,150023,553,13124,26,0.46,5,Salaried,Divorced,Masters,Owned,Tier3,Gold,27/08/2024,Rejected
106363,47,193150,395,20398,15,0.07,3,Self-Employed,Married,High School,Owned,Tier3,Platinum,22/10/2024,Rejected
106364,22,79918,466,29062,17,0.54,1,Business,Divorced,Masters,Family,Tier1,Silver,30/06/2024,Approved
106365,37,169673,630,34896,6,0.69,5,Self-Employed,Single,Bachelors,Rented,Tier3,Platinum,11/02/2025,Approved
106366,57,32711,361,48484,10,0.36,0,Business,Single,Bachelors,Family,Tier1,Gold,31/08/2025,Approved
106367,34,84430,473,40633,7,0.15,1,Salaried,Single,Bachelors,Family,Tier1,Platinum,01/01/2024,Rejected
106368,,,552,23856,5,0.69,3,Salaried,Divorced,Bachelors,Family,Tier1,Gold,16/02/2024,Approved
106369,50,28970,760,15407,4,0.24,5,Salaried,Married,Masters,Rented,Tier1,Platinum,12/02/2024,Rejected
106370,49,94535,514,19080,5,0.32,4,Business,Single,Bachelors,Owned,Tier3,Silver,03/10/2025,Approved
106371,40,111570,,,1,0.1,1,Self-Employed,Divorced,Masters,Rented,Tier1,Platinum,14/10/2024,Approved
106372,41,146315,714,8407,30,0.12,0,Business,Married,Bachelors,Rented,Tier3,Gold,20/11/2024,Rejected
106373,42,192248,425,41013,31,0.19,0,Self-Employed,Single,Masters,Owned,Tier1,Platinum,16/06/2024,Approved
106374,55,137111,552,38433,8,0.41,0,Business,Married,Bachelors,Family,Tier2,Gold,23/10/2024,Rejected
106375,57,66730,496,5220,14,0.41,5,Self-Employed,Married,Bachelors,Rented,Tier3,Gold,11/09/2025,Approved
106376,36,169457,712,12731,20,0.44,1,Salaried,Single,High School,Rented,Tier1,Silver,03/10/2025,Approved
106377,63,148252,755,12180,27,0.43,6,Self-Employed,Single,Bachelors,Owned,Tier2,Gold,08/07/2025,Approved
106378,37,162022,353,23554,26,0.37,6,Self-Employed,Married,Masters,Family,Tier1,Gold,12/08/2025,Approved
106379,36,179470,638,13494,4,0.57,6,Salaried,Single,High School,Rented,Tier1,Silver,04/01/2025,Approved
106380,22,181349,658,12485,16,0.66,0,Business,Single,Bachelors,Family,Tier2,Gold,26/12/2025,Rejected
106381,24,182833,450,1311,23,0.23,7,Self-Employed,Single,Bachelors,Rented,Tier2,Platinum,11/12/2025,Approved
106382,41,88944,399,28005,30,0.13,2,Business,Divorced,High School,Owned,Tier1,Silver,23/02/2025,Approved
106383,59,187605,533,27361,34,0.33,5,Self-Employed,Single,Masters,Rented,Tier2,Silver,03/12/2024,Rejected
106384,54,132437,843,39202,3,0.07,0,Self-Employed,Single,High School,Rented,Tier1,Gold,31/08/2025,Rejected
106385,50,151794,361,16567,19,0.62,0,Business,Married,High School,Family,Tier3,Gold,31/03/2025,Rejected
106386,26,97123,495,16980,16,0.21,1,Self-Employed,Married,Bachelors,Family,Tier1,Silver,10/06/2025,Approved
